"TIME","GEO","UNIT","INDIC_IL","CITIZEN","SEX","AGE","Value","Flag and Footnotes"
"2010","Italy","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Italy","Euro","Median equivalised net income","Foreign country","Total","18 years or over","11,449",""
"2010","Italy","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16,867",""
"2010","Cyprus","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","14,592",""
"2010","Cyprus","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Cyprus","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,593",""
"2010","Cyprus","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Cyprus","Euro","Median equivalised net income","Foreign country","Total","18 years or over","13,385",""
"2010","Cyprus","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16,830",""
"2010","Latvia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","4,886","u"
"2010","Latvia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Latvia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","3,996",""
"2010","Latvia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Latvia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","3,996",""
"2010","Latvia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4,656",""
"2010","Lithuania","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2010","Lithuania","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Lithuania","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,298",""
"2010","Lithuania","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Lithuania","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4,298",""
"2010","Lithuania","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4,072",""
"2010","Luxembourg","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","29,407",""
"2010","Luxembourg","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Luxembourg","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","21,146",""
"2010","Luxembourg","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Luxembourg","Euro","Median equivalised net income","Foreign country","Total","18 years or over","27,734",""
"2010","Luxembourg","Euro","Median equivalised net income","Reporting country","Total","18 years or over","36,569",""
"2010","Hungary","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","5,434","u"
"2010","Hungary","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Hungary","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over",":","u"
"2010","Hungary","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Hungary","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4,925",""
"2010","Hungary","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4,355",""
"2010","Malta","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","9,755",""
"2010","Malta","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Malta","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,065",""
"2010","Malta","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Malta","Euro","Median equivalised net income","Foreign country","Total","18 years or over","9,763",""
"2010","Malta","Euro","Median equivalised net income","Reporting country","Total","18 years or over","10,720",""
"2010","Netherlands","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","19,520",""
"2010","Netherlands","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Netherlands","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","16,224",""
"2010","Netherlands","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Netherlands","Euro","Median equivalised net income","Foreign country","Total","18 years or over","17,165",""
"2010","Netherlands","Euro","Median equivalised net income","Reporting country","Total","18 years or over","20,947",""
"2010","Austria","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","17,018",""
"2010","Austria","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Austria","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","15,472",""
"2010","Austria","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Austria","Euro","Median equivalised net income","Foreign country","Total","18 years or over","16,267",""
"2010","Austria","Euro","Median equivalised net income","Reporting country","Total","18 years or over","22,370",""
"2010","Poland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2010","Poland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Poland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over",":","u"
"2010","Poland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Poland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","2,949","u"
"2010","Poland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4,467",""
"2010","Portugal","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","8,984","u"
"2010","Portugal","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Portugal","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","7,500",""
"2010","Portugal","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Portugal","Euro","Median equivalised net income","Foreign country","Total","18 years or over","7,500",""
"2010","Portugal","Euro","Median equivalised net income","Reporting country","Total","18 years or over","8,887",""
"2010","Romania","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2010","Romania","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Romania","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over",":","u"
"2010","Romania","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Romania","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":","u"
"2010","Romania","Euro","Median equivalised net income","Reporting country","Total","18 years or over","2,114",""
"2010","Slovenia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","10,230",""
"2010","Slovenia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Slovenia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","7,507",""
"2010","Slovenia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Slovenia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","8,007",""
"2010","Slovenia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","11,859",""
"2010","Slovakia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","6,122","u"
"2010","Slovakia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Slovakia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over",":","u"
"2010","Slovakia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Slovakia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","6,058","u"
"2010","Slovakia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","6,229",""
"2010","Finland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","20,300",""
"2010","Finland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Finland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","13,501",""
"2010","Finland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Finland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","16,963",""
"2010","Finland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","21,651",""
"2010","Sweden","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","18,298",""
"2010","Sweden","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Sweden","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","10,874",""
"2010","Sweden","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Sweden","Euro","Median equivalised net income","Foreign country","Total","18 years or over","13,855",""
"2010","Sweden","Euro","Median equivalised net income","Reporting country","Total","18 years or over","19,390",""
"2010","United Kingdom","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","16,677",""
"2010","United Kingdom","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","United Kingdom","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","13,406",""
"2010","United Kingdom","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","United Kingdom","Euro","Median equivalised net income","Foreign country","Total","18 years or over","15,278",""
"2010","United Kingdom","Euro","Median equivalised net income","Reporting country","Total","18 years or over","17,946",""
"2010","Iceland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","15,131",""
"2010","Iceland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Iceland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","14,888",""
"2010","Iceland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Iceland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","15,131",""
"2010","Iceland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","19,051",""
"2010","Norway","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","33,973",""
"2010","Norway","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Norway","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","22,756",""
"2010","Norway","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Norway","Euro","Median equivalised net income","Foreign country","Total","18 years or over","31,291",""
"2010","Norway","Euro","Median equivalised net income","Reporting country","Total","18 years or over","33,313",""
"2010","Switzerland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","31,457",""
"2010","Switzerland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Switzerland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","24,796",""
"2010","Switzerland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Switzerland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","28,402",""
"2010","Switzerland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","32,591",""
"2010","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2010","Serbia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":",""
"2010","Serbia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Serbia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over",":",""
"2010","Serbia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Serbia","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2010","Serbia","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2010","Turkey","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","4,887","u"
"2010","Turkey","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2010","Turkey","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","3,082","u"
"2010","Turkey","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2010","Turkey","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4,816","u"
"2010","Turkey","Euro","Median equivalised net income","Reporting country","Total","18 years or over","3,051",""
"2011","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","16,060","u"
"2011","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,530","e"
"2011","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","13,349","e"
"2011","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","15,384","e"
"2011","European Union (current composition)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","16,060","u"
"2011","European Union (current composition)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","European Union (current composition)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,530","e"
"2011","European Union (current composition)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","European Union (current composition)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","13,349","e"
"2011","European Union (current composition)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","15,384",""
"2011","European Union (before the accession of Croatia)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","16,065","u"
"2011","European Union (before the accession of Croatia)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","European Union (before the accession of Croatia)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,541","e"
"2011","European Union (before the accession of Croatia)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","European Union (before the accession of Croatia)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","13,358","e"
"2011","European Union (before the accession of Croatia)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","15,474",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","15,623","e"
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,158","e"
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","12,850","e"
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","17,837","e"
"2011","Euro area (19 countries)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","15,615","e"
"2011","Euro area (19 countries)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Euro area (19 countries)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","10,893","e"
"2011","Euro area (19 countries)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Euro area (19 countries)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","12,651","e"
"2011","Euro area (19 countries)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","17,629",""
"2011","Euro area (18 countries)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","15,615","e"
"2011","Euro area (18 countries)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Euro area (18 countries)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","10,903","e"
"2011","Euro area (18 countries)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Euro area (18 countries)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","12,659","e"
"2011","Euro area (18 countries)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","17,763",""
"2011","Belgium","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","17,339",""
"2011","Belgium","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Belgium","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,122",""
"2011","Belgium","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Belgium","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14,905",""
"2011","Belgium","Euro","Median equivalised net income","Reporting country","Total","18 years or over","20,468",""
"2011","Bulgaria","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2011","Bulgaria","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Bulgaria","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","3,103","u"
"2011","Bulgaria","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Bulgaria","Euro","Median equivalised net income","Foreign country","Total","18 years or over","3,368","u"
"2011","Bulgaria","Euro","Median equivalised net income","Reporting country","Total","18 years or over","2,956",""
"2011","Czechia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","6,968",""
"2011","Czechia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Czechia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","7,621",""
"2011","Czechia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Czechia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","7,484",""
"2011","Czechia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","7,567",""
"2011","Denmark","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","21,888","b"
"2011","Denmark","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Denmark","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","20,247","b"
"2011","Denmark","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Denmark","Euro","Median equivalised net income","Foreign country","Total","18 years or over","20,471","b"
"2011","Denmark","Euro","Median equivalised net income","Reporting country","Total","18 years or over","27,149","b"
"2011","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","18,940",""
"2011","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","15,097",""
"2011","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","16,558",""
"2011","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","19,392",""
"2011","Estonia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","6,900","u"
"2011","Estonia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Estonia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,531",""
"2011","Estonia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Estonia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4,543",""
"2011","Estonia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","5,716",""
"2011","Ireland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","18,911",""
"2011","Ireland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Ireland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","20,818",""
"2011","Ireland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Ireland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","19,168",""
"2011","Ireland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","20,387",""
"2011","Greece","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","11,565",""
"2011","Greece","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Greece","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","7,167",""
"2011","Greece","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Greece","Euro","Median equivalised net income","Foreign country","Total","18 years or over","7,716",""
"2011","Greece","Euro","Median equivalised net income","Reporting country","Total","18 years or over","11,167",""
"2011","Spain","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","11,129",""
"2011","Spain","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Spain","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","8,638",""
"2011","Spain","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Spain","Euro","Median equivalised net income","Foreign country","Total","18 years or over","9,754",""
"2011","Spain","Euro","Median equivalised net income","Reporting country","Total","18 years or over","14,963",""
"2011","France","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","19,121",""
"2011","France","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","France","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","12,498",""
"2011","France","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","France","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14,830",""
"2011","France","Euro","Median equivalised net income","Reporting country","Total","18 years or over","20,812",""
"2011","Croatia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2011","Croatia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Croatia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,347",""
"2011","Croatia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Croatia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4,870",""
"2011","Croatia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","5,628",""
"2011","Italy","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","12,089",""
"2011","Italy","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2011","Italy","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,714",""
"2011","Italy","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2011","Italy","Euro","Median equivalised net income","Foreign country","Total","18 years or over","11,861",""
"2011","Italy","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16,699",""
"2011","Cyprus","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","15,452",""
